client_id,first_name,last_name,gender,date_of_birth,phone_number,email,address,city,state,postal_code,date_of_registration,client_type
2349,Walter,Walls,male,1977-05-05,326-278-6875,walter.walls@yahoo.com,963 Petty Via,Syracuse,New York,13501,2020-01-17,buyer
2350,Susan,Peterson,female,1992-06-13,218-642-5828,susan.peterson@hotmail.com,98209 Krista Knoll,Albany,New York,10001,2021-04-23,landlord
2351,Joshua,Flores,female,1980-11-07,812-589-8870,joshua.flores@gmail.com,29265 Megan Prairie,Buffalo,New York,13501,2023-09-07,landlord
2352,Christina,Gutierrez,female,1951-04-23,259-239-1091,christina.gutierrez@gmail.com,934 Hannah Glen,Buffalo,New York,10550,2021-06-03,seller
2353,Melissa,Thomas,female,1940-02-10,502-993-3130,melissa.thomas@yahoo.com,466 Megan Junction Apt. 861,Schenectady,New York,14201,2020-01-25,seller
2354,Gregory,Gutierrez,male,1986-01-11,604-583-5626,gregory.gutierrez@yahoo.com,3191 Cox Spurs Apt. 080,Albany,New York,14201,2022-09-27,buyer
2355,Juan,Jones,male,1941-01-20,260-448-4669,juan.jones@yahoo.com,92953 Kenneth Highway,Schenectady,New York,13501,2020-04-14,buyer
2356,Alexis,Richardson,female,1982-11-10,289-887-4374,alexis.richardson@gmail.com,49700 John Key Suite 107,Rochester,New York,10701,2024-04-23,renter
2357,Melissa,Horn,female,1959-07-09,656-535-2623,melissa.horn@gmail.com,8852 Jennifer Brook,Syracuse,New York,10550,2021-11-13,seller
2358,Brandon,Davis,female,1956-02-21,673-113-6272,brandon.davis@outlook.com,2978 Grimes Lodge Apt. 726,Schenectady,New York,12301,2021-05-22,renter
2359,David,Weeks,female,1988-12-09,878-165-5239,david.weeks@hotmail.com,9302 Beth Squares Suite 396,Albany,New York,10001,2022-06-03,buyer
2360,Christina,Smith,female,1963-07-16,926-685-4344,christina.smith@hotmail.com,16195 Devin Gardens Suite 367,New York,New York,10701,2022-11-13,renter
2361,Sara,Peterson,female,1976-05-06,801-599-4143,sara.peterson@hotmail.com,280 Bond Way,Schenectady,New York,10550,2023-02-14,renter
2362,Joseph,Black,female,1979-05-31,121-705-7187,joseph.black@hotmail.com,60405 Hardy Village Apt. 519,Rochester,New York,14201,2024-04-28,seller
2363,Gregory,Brady,female,1937-05-26,114-781-6255,gregory.brady@outlook.com,4811 Christopher Mountains Suite 867,New York,New York,10801,2024-01-24,buyer
2364,Douglas,Robertson,male,1973-08-09,379-683-8157,douglas.robertson@hotmail.com,947 Tara Mountain,Albany,New York,12201,2021-06-17,renter
2365,Jennifer,Turner,male,1996-03-03,931-532-8357,jennifer.turner@outlook.com,6428 Jamie Camp Apt. 416,Syracuse,New York,14201,2023-01-29,landlord
2366,Scott,Mitchell,male,1943-06-12,724-389-5758,scott.mitchell@outlook.com,205 Sparks Motorway,Schenectady,New York,10801,2020-12-25,landlord
2367,Stacy,Sutton,female,1961-10-30,976-815-1952,stacy.sutton@outlook.com,8590 Fox Stream,Rochester,New York,14602,2020-01-22,renter
2368,Lori,Perez,male,1938-08-04,792-962-9067,lori.perez@yahoo.com,588 Michael Terrace Apt. 188,Albany,New York,10801,2022-06-02,landlord
2369,Meagan,French,male,1974-03-08,358-488-7108,meagan.french@yahoo.com,82169 Robinson Meadows,Yonkers,New York,14201,2021-04-02,seller
2370,Joseph,Garcia,female,1963-01-19,747-160-2102,joseph.garcia@yahoo.com,2246 Bauer Brook Apt. 058,Buffalo,New York,13501,2024-02-12,buyer
2371,Richard,Lowe,male,1989-08-17,687-160-8521,richard.lowe@yahoo.com,6919 Valerie Mall Apt. 036,Schenectady,New York,10550,2022-02-19,renter
2372,Karen,Acosta,female,1949-01-13,351-449-4971,karen.acosta@gmail.com,1131 Duncan Dale,Yonkers,New York,10550,2021-08-08,buyer
2373,Jonathan,Solomon,male,1988-08-10,638-499-9142,jonathan.solomon@yahoo.com,663 Lopez Courts Suite 288,Albany,New York,10550,2020-04-17,renter
2374,Garrett,Byrd,male,1980-07-22,448-915-2165,garrett.byrd@yahoo.com,4269 William Ridges,Yonkers,New York,13201,2024-04-16,renter
2375,Terri,Rhodes,male,2003-01-14,403-641-3237,terri.rhodes@yahoo.com,003 Hayes Cape,Utica,New York,12201,2021-02-08,landlord
2376,Dawn,Owens,female,2000-06-01,821-400-5935,dawn.owens@yahoo.com,06668 Mallory Groves Apt. 384,Rochester,New York,14201,2021-07-10,seller
2377,Daniel,Johnson,female,1998-09-13,250-676-1420,daniel.johnson@hotmail.com,4647 Erin Extensions,Buffalo,New York,13501,2022-04-10,seller
2378,Lauren,Heath,female,1953-05-17,737-784-1763,lauren.heath@outlook.com,706 Bobby Pines,Mount Vernon,New York,14201,2021-01-19,renter
2379,Elizabeth,Andrade,male,1956-01-28,684-924-4669,elizabeth.andrade@hotmail.com,58026 Macdonald Throughway Apt. 261,New Rochelle,New York,14201,2021-06-24,renter
2380,Jeffrey,Nelson,male,1943-08-25,526-626-6233,jeffrey.nelson@outlook.com,28660 Jasmine Avenue Apt. 645,New York,New York,14602,2022-02-03,renter
2381,Angela,Sims,male,1948-05-23,620-344-8637,angela.sims@yahoo.com,9316 Anna Parkway Apt. 899,New Rochelle,New York,13201,2020-12-24,landlord
2382,Bryan,Phelps,male,1957-02-19,197-550-9204,bryan.phelps@hotmail.com,4076 Kenneth Isle,Buffalo,New York,10801,2021-01-22,landlord
2383,Sherri,Wagner,male,1958-06-09,994-537-4227,sherri.wagner@hotmail.com,9837 Simpson View,Albany,New York,13201,2020-07-03,landlord
2384,April,Hall,male,1990-07-30,266-513-4808,april.hall@yahoo.com,608 Hoffman Cliff,Yonkers,New York,13201,2022-04-23,buyer
2385,Christine,Porter,male,1977-11-21,174-815-9346,christine.porter@gmail.com,79972 William Street,Buffalo,New York,10001,2023-12-30,renter
2386,Michelle,Stephens,male,1955-07-29,260-478-6831,michelle.stephens@hotmail.com,83283 Yoder Vista Suite 232,New York,New York,13501,2022-12-08,buyer
2387,Jessica,Austin,female,1969-12-12,392-502-6373,jessica.austin@gmail.com,85369 Brandon Place Apt. 504,New York,New York,10701,2021-09-29,buyer
2388,Stacy,Brown,male,1933-11-05,694-486-6341,stacy.brown@yahoo.com,38196 Richard Well,Albany,New York,13201,2022-08-15,landlord
2389,Jonathan,Perry,male,1961-08-23,768-907-7767,jonathan.perry@gmail.com,36410 Diane Street Apt. 022,New Rochelle,New York,14201,2022-06-06,seller
2390,Yolanda,Mcdonald,male,1947-02-07,760-157-2937,yolanda.mcdonald@yahoo.com,4839 Steven Brooks,New Rochelle,New York,12301,2021-02-16,renter
2391,Karen,Butler,male,1943-02-01,869-598-4640,karen.butler@outlook.com,873 Stephanie Plains Suite 556,Schenectady,New York,10550,2022-06-29,seller
2392,Julie,Estrada,male,1985-03-18,915-165-9414,julie.estrada@outlook.com,550 Woods Landing Apt. 057,New York,New York,10701,2023-04-28,seller
2393,Brandon,Mendoza,female,1987-04-22,972-170-3230,brandon.mendoza@yahoo.com,185 Peter Alley,Rochester,New York,10801,2023-10-25,landlord
2394,Jim,Spears,male,1955-06-26,367-911-4544,jim.spears@gmail.com,5407 Mark Causeway,Albany,New York,10801,2024-07-08,buyer
2395,Allison,Hernandez,male,2002-12-20,456-977-6025,allison.hernandez@outlook.com,1618 York Course,Yonkers,New York,12301,2021-12-30,seller
2396,Steven,Bailey,female,1960-11-01,988-913-7897,steven.bailey@hotmail.com,4327 Adam Overpass,Syracuse,New York,10550,2020-06-28,renter
2397,Richard,Mitchell,male,1934-11-10,793-200-2324,richard.mitchell@yahoo.com,9042 Melvin Fort Apt. 180,New York,New York,10701,2020-09-08,seller
2398,Austin,Adams,female,2000-07-21,299-618-5320,austin.adams@gmail.com,11748 Davis Rapids,New York,New York,12201,2020-06-05,landlord
2399,Cindy,Benson,male,2005-07-08,897-452-4738,cindy.benson@hotmail.com,5768 Brown Corner,Mount Vernon,New York,10550,2022-11-17,renter
2400,Patrick,Olson,male,1934-02-05,404-343-9402,patrick.olson@outlook.com,83486 Roberto Junctions,New York,New York,12301,2021-05-28,buyer
2401,Jose,Jones,male,1988-04-22,176-407-5793,jose.jones@outlook.com,3944 Terri Street,Utica,New York,10001,2021-05-02,landlord
2402,Christina,Martinez,female,1983-12-19,688-463-3581,christina.martinez@hotmail.com,8590 Daniel Plains,New Rochelle,New York,12201,2022-07-04,renter
2403,Ashley,Valenzuela,male,1995-09-22,444-556-4000,ashley.valenzuela@hotmail.com,4289 Smith Trail,Albany,New York,10550,2021-03-13,seller
2404,Angela,Howell,male,1994-07-23,716-197-4200,angela.howell@outlook.com,997 Allison Harbor Suite 858,New Rochelle,New York,13201,2021-02-09,seller
2405,Joy,Li,female,1956-06-18,340-403-6175,joy.li@gmail.com,882 Rebecca Mountain Apt. 383,Mount Vernon,New York,10701,2021-04-23,seller
2406,Joshua,Jones,male,1949-11-04,557-385-6230,joshua.jones@yahoo.com,715 Harrington Inlet Suite 166,Albany,New York,13201,2020-03-27,landlord
2407,Christopher,Thompson,male,1997-09-01,375-240-4264,christopher.thompson@gmail.com,32663 Adrian Ranch,Syracuse,New York,10001,2021-10-21,buyer
2408,Carlos,Bass,female,1990-05-20,702-265-2704,carlos.bass@outlook.com,498 Gregory Turnpike,Mount Vernon,New York,10550,2021-06-24,landlord
2409,Justin,Mitchell,female,1984-03-28,587-161-7394,justin.mitchell@yahoo.com,605 Angela Run,New York,New York,13501,2021-08-14,renter
2410,Christopher,Young,male,1976-11-23,378-931-3203,christopher.young@yahoo.com,956 Vincent Stravenue Apt. 825,Rochester,New York,14602,2021-09-26,renter
2411,Lisa,Walker,male,1943-01-20,920-603-6755,lisa.walker@outlook.com,290 Hicks Springs Apt. 862,Rochester,New York,14602,2023-03-04,landlord
2412,Kathleen,Murphy,female,1998-03-23,701-558-5026,kathleen.murphy@gmail.com,8024 John Expressway Apt. 854,Yonkers,New York,14201,2022-03-21,buyer
2413,Susan,Greer,female,1948-11-28,879-645-4869,susan.greer@gmail.com,901 Michael Path Apt. 942,Syracuse,New York,13201,2022-11-21,renter
2414,Jeffrey,Wood,female,1967-02-28,384-318-8209,jeffrey.wood@yahoo.com,653 Lopez Avenue Apt. 360,Buffalo,New York,10701,2021-06-20,landlord
2415,James,Parker,male,1973-01-25,912-164-3023,james.parker@outlook.com,59824 Cohen Drive,New York,New York,10801,2022-01-27,renter
2416,Patty,Vaughn,male,1994-01-05,398-500-8301,patty.vaughn@hotmail.com,80850 Miller Village,Utica,New York,14201,2022-10-15,landlord
2417,Zachary,Mata,male,1960-07-26,945-181-5792,zachary.mata@outlook.com,94203 Brown Camp Suite 978,Buffalo,New York,10550,2021-09-21,buyer
2418,Cynthia,Morgan,male,1976-12-28,919-509-4005,cynthia.morgan@yahoo.com,528 Michael Village,Yonkers,New York,13201,2024-02-02,seller
2419,Kristen,Williams,male,1999-06-12,119-216-5145,kristen.williams@outlook.com,736 Jessica Corner Suite 438,New York,New York,14201,2020-01-25,renter
2420,Yvonne,Jones,male,1951-07-08,894-740-5792,yvonne.jones@yahoo.com,38920 Charlene Mountains Apt. 425,Mount Vernon,New York,10701,2022-08-10,landlord
2421,Alex,Hayes,male,1996-07-06,174-958-5558,alex.hayes@outlook.com,4530 Brandon Locks Apt. 564,Mount Vernon,New York,14201,2023-08-16,seller
2422,Kimberly,Maldonado,male,1991-09-06,106-160-1516,kimberly.maldonado@outlook.com,42418 Pierce Freeway,Albany,New York,14602,2021-09-16,buyer
2423,Lisa,Mills,male,1950-02-05,505-856-9061,lisa.mills@outlook.com,2695 Kelly Extension Apt. 786,New York,New York,14602,2020-11-27,seller
2424,Philip,Hernandez,male,1973-02-18,872-544-7753,philip.hernandez@yahoo.com,285 Williams Crest,Syracuse,New York,10001,2021-02-26,seller
2425,Amy,Powell,female,1990-03-26,788-660-5565,amy.powell@hotmail.com,28337 Catherine Points Suite 963,Rochester,New York,12201,2020-03-17,landlord
2426,Zachary,Fernandez,female,1960-05-05,351-609-4116,zachary.fernandez@gmail.com,73936 Alvarado Court Suite 251,New York,New York,14602,2023-03-07,buyer
2427,Susan,Jones,female,2003-05-27,680-425-7079,susan.jones@outlook.com,760 Joshua Crossroad Suite 321,Syracuse,New York,10001,2020-06-18,buyer
2428,Courtney,Jensen,male,1945-08-05,937-783-1531,courtney.jensen@gmail.com,0232 Williams Heights,Albany,New York,13201,2024-06-04,renter
2429,Patrick,Wilkinson,male,1962-05-10,840-896-7788,patrick.wilkinson@hotmail.com,60853 Collins Garden Suite 935,Albany,New York,10001,2020-11-27,buyer
2430,Katie,Alvarez,male,1999-12-31,694-795-9795,katie.alvarez@yahoo.com,9554 Buckley Wells,Rochester,New York,10701,2024-02-17,landlord
2431,Angela,Mason,male,2003-08-02,738-980-2652,angela.mason@hotmail.com,22782 Hardy Forks Suite 528,Syracuse,New York,10550,2021-11-08,buyer
2432,Kristin,Nicholson,female,2005-04-14,948-505-1118,kristin.nicholson@gmail.com,30447 Erica View,Albany,New York,13501,2020-06-14,buyer
2433,Matthew,Smith,female,1949-09-19,360-174-7710,matthew.smith@outlook.com,8703 Tiffany Hollow Apt. 852,New York,New York,10550,2020-08-01,seller
2434,Jason,Cook,female,1959-03-13,414-367-1247,jason.cook@hotmail.com,170 Amanda Street,New York,New York,13201,2024-02-29,renter
2435,Robert,Powell,female,2003-06-30,202-705-3314,robert.powell@hotmail.com,76061 Woodard Port Apt. 424,Albany,New York,14201,2020-03-24,buyer
2436,Maria,Phillips,male,1954-10-17,550-238-4368,maria.phillips@yahoo.com,3949 Dougherty Greens,Rochester,New York,13501,2023-01-05,renter
2437,Thomas,Davis,male,1970-11-13,855-531-3119,thomas.davis@gmail.com,78564 Amy Coves Suite 604,Schenectady,New York,14602,2023-07-17,landlord
2438,Ryan,Anderson,female,1997-11-30,833-571-8378,ryan.anderson@yahoo.com,0688 Morgan Circle Suite 035,Schenectady,New York,13201,2021-11-15,buyer
2439,Brian,Rios,male,1993-08-28,825-885-9659,brian.rios@outlook.com,7647 Mercado Rapid Suite 410,Rochester,New York,13201,2024-06-29,seller
2440,Krystal,Boyd,male,1951-10-08,445-815-2255,krystal.boyd@gmail.com,910 Cobb Rue Suite 997,Buffalo,New York,14602,2023-10-27,renter
2441,Deborah,Hurst,male,1990-10-12,609-189-1298,deborah.hurst@gmail.com,3773 Jerry Fall,Buffalo,New York,12301,2021-12-20,buyer
2442,Gary,Lopez,male,1937-01-18,741-436-5133,gary.lopez@hotmail.com,112 May Harbor,Yonkers,New York,12201,2023-06-16,landlord
2443,Michael,Sanchez,male,1958-08-01,737-852-6444,michael.sanchez@outlook.com,488 Michael Gardens,Syracuse,New York,10701,2021-11-11,landlord
2444,Diana,Bradley,male,1945-07-22,509-727-3868,diana.bradley@gmail.com,358 Griffin Streets Suite 637,Utica,New York,14201,2023-08-10,landlord
2445,Valerie,Wells,male,1962-08-28,467-661-3936,valerie.wells@yahoo.com,44046 Mark Club,Rochester,New York,14602,2022-01-22,renter
2446,Nicholas,Wright,male,1946-12-08,755-293-2335,nicholas.wright@outlook.com,85805 Joseph Spring,New York,New York,10801,2021-03-07,seller
2447,Stephen,Moran,male,1954-01-23,409-939-4627,stephen.moran@gmail.com,5585 Tamara Plaza,Yonkers,New York,12201,2020-06-06,seller
2448,Kevin,Peterson,male,1958-12-23,516-699-2628,kevin.peterson@hotmail.com,40786 Sarah Viaduct Suite 964,New Rochelle,New York,14602,2020-10-28,renter
2449,Jessica,Anthony,male,1962-09-16,136-496-7714,jessica.anthony@yahoo.com,4032 Dillon Greens,Schenectady,New York,14201,2023-03-06,buyer
2450,Devin,Robinson,male,1980-03-24,208-506-2226,devin.robinson@hotmail.com,619 Melissa Villages,Syracuse,New York,13201,2020-01-08,seller
2451,William,Clark,female,1992-08-27,736-571-9324,william.clark@gmail.com,4426 Allen Trafficway,Schenectady,New York,10001,2022-03-12,buyer
2452,Patrick,Marshall,male,1936-10-10,381-656-9939,patrick.marshall@gmail.com,58387 Hutchinson Via,New Rochelle,New York,10701,2020-02-22,seller
2453,Jacqueline,Miller,male,1937-09-15,804-355-7807,jacqueline.miller@outlook.com,7722 Paul Bypass,Schenectady,New York,14602,2020-05-03,buyer
2454,Timothy,Strickland,female,1949-11-20,214-967-5319,timothy.strickland@gmail.com,4971 Rodriguez Corners Suite 696,Buffalo,New York,12301,2021-04-26,buyer
2455,Jessica,Miranda,male,1942-09-10,876-129-6488,jessica.miranda@outlook.com,78363 Spence Port,Yonkers,New York,10001,2024-02-26,renter
2456,Maria,Gillespie,male,1998-04-18,187-325-4761,maria.gillespie@hotmail.com,03230 Thomas Garden Apt. 238,New Rochelle,New York,10001,2021-10-30,buyer
2457,Maria,Walker,male,1972-03-30,677-251-9217,maria.walker@yahoo.com,9802 Anthony Fields,Buffalo,New York,13201,2023-10-28,seller
2458,Travis,Walker,male,1950-05-24,278-151-2678,travis.walker@outlook.com,2264 Amanda Trail,Albany,New York,10001,2020-09-15,seller
2459,Sergio,Roth,female,1944-03-01,973-412-1212,sergio.roth@yahoo.com,629 Cameron Streets Apt. 000,New York,New York,13501,2022-01-21,seller
2460,Preston,Morrow,male,1988-08-24,680-368-8306,preston.morrow@gmail.com,253 Patterson Road,Utica,New York,10550,2022-05-23,renter
2461,Daniel,Williams,male,1942-04-04,298-483-5843,daniel.williams@gmail.com,161 Johnson Falls Apt. 312,Rochester,New York,10550,2023-07-09,renter
2462,Christopher,Martin,male,1976-04-20,559-432-1996,christopher.martin@hotmail.com,89165 Sonia Meadow Apt. 217,Utica,New York,10701,2020-08-31,seller
2463,Susan,Gordon,female,1999-01-11,241-413-2170,susan.gordon@outlook.com,162 James Ports,Rochester,New York,10701,2021-07-29,landlord
2464,Erica,Welch,female,1939-09-03,396-850-3033,erica.welch@gmail.com,86052 Victoria Springs Apt. 249,Utica,New York,14602,2024-07-05,buyer
2465,Ruth,Holt,male,1982-01-18,515-760-4560,ruth.holt@outlook.com,93743 Kimberly Light Suite 187,Mount Vernon,New York,13501,2020-01-25,seller
2466,Renee,Mckinney,female,2004-03-05,901-375-6113,renee.mckinney@yahoo.com,452 Vargas Lodge Suite 168,Mount Vernon,New York,14602,2022-08-28,landlord
2467,Dawn,Smith,male,1967-07-27,257-781-5282,dawn.smith@outlook.com,939 Barker Roads,Utica,New York,10701,2021-01-23,renter
2468,Cheryl,Duncan,male,1985-05-11,503-428-2252,cheryl.duncan@gmail.com,079 Lopez Bypass Suite 079,Rochester,New York,13501,2023-08-24,landlord
2469,Brad,Simpson,male,1990-06-19,414-735-3266,brad.simpson@yahoo.com,06791 Matthew Viaduct,Rochester,New York,12301,2021-10-04,buyer
2470,Johnny,Mccoy,female,1961-10-30,780-277-7499,johnny.mccoy@gmail.com,013 Brown Fields,Rochester,New York,10550,2021-07-17,landlord
2471,Sean,Bauer,female,1996-06-28,531-441-9603,sean.bauer@gmail.com,18181 Brooke Causeway,Mount Vernon,New York,12301,2022-04-25,buyer
2472,Antonio,Robinson,female,1970-07-18,686-771-5803,antonio.robinson@hotmail.com,779 Hernandez Plaza Apt. 173,Rochester,New York,14602,2023-08-15,seller
2473,Caleb,Duncan,male,1987-10-16,169-696-9345,caleb.duncan@yahoo.com,5757 Leonard Stream,Rochester,New York,14201,2020-11-11,renter
2474,Dennis,Taylor,female,1948-01-21,442-863-6759,dennis.taylor@yahoo.com,5071 Jasmine Glens Apt. 334,New Rochelle,New York,14602,2020-10-26,renter
2475,Joshua,Lambert,female,1975-01-27,831-323-3638,joshua.lambert@yahoo.com,887 Garcia Mount Suite 059,New York,New York,10801,2023-11-09,landlord
2476,Connie,Anderson,female,1986-10-20,843-135-1221,connie.anderson@yahoo.com,855 Keith Lodge Apt. 161,Syracuse,New York,10001,2023-05-13,seller
2477,Rodney,Taylor,female,1981-03-03,605-177-4759,rodney.taylor@yahoo.com,027 Petty Vista,Yonkers,New York,14602,2021-11-17,seller
2478,Brian,Henry,female,1938-11-18,389-759-3833,brian.henry@outlook.com,2200 Parsons Plaza,Schenectady,New York,10801,2023-10-07,buyer
2479,Brandon,Chandler,female,1975-10-24,779-224-8322,brandon.chandler@hotmail.com,8424 Nolan Shoals,New York,New York,10801,2020-10-17,seller
2480,John,Cummings,female,1951-08-31,712-572-4632,john.cummings@yahoo.com,644 Fields Unions Suite 054,New York,New York,10550,2021-08-10,landlord
2481,Amy,Wu,male,1956-07-09,660-921-2383,amy.wu@yahoo.com,88651 Gerald Crest,Schenectady,New York,10550,2023-02-04,renter
2482,David,Williams,female,1959-06-17,166-566-3453,david.williams@gmail.com,93632 Jones Walk,Albany,New York,10001,2023-02-16,landlord
2483,Taylor,Gutierrez,male,1944-05-30,401-113-8537,taylor.gutierrez@yahoo.com,536 Ingram Forge Apt. 958,Utica,New York,13501,2023-07-14,renter
2484,Alfred,Medina,female,1956-11-02,976-631-1852,alfred.medina@gmail.com,1685 Baker Run,Syracuse,New York,13501,2020-04-10,landlord
2485,Jamie,Payne,female,1984-08-25,589-752-4043,jamie.payne@hotmail.com,3278 Franklin Field Suite 531,Albany,New York,12301,2024-05-06,landlord
2486,Jerry,Adams,female,1996-07-03,604-160-6404,jerry.adams@hotmail.com,5266 Jesse Rapid Suite 496,Yonkers,New York,10550,2023-04-27,landlord
2487,Tammy,Humphrey,male,1984-09-22,559-745-6697,tammy.humphrey@hotmail.com,43093 Anderson Cape,Utica,New York,13501,2023-10-27,seller
2488,Alexander,Gamble,female,1980-11-25,448-290-5255,alexander.gamble@gmail.com,997 Kevin Spring,Mount Vernon,New York,13201,2021-04-04,renter
2489,Stacey,Bailey,female,1936-05-03,247-965-9188,stacey.bailey@outlook.com,66153 Jerry Green Suite 280,Syracuse,New York,14201,2022-09-17,seller
2490,Jessica,Watson,female,1954-07-30,690-179-8079,jessica.watson@yahoo.com,45084 Young Field Suite 637,Utica,New York,10701,2020-04-20,buyer
2491,Timothy,Berry,female,1975-07-14,434-799-7003,timothy.berry@hotmail.com,213 Kyle Land Suite 765,Yonkers,New York,12201,2024-05-23,renter
2492,Jessica,Stark,female,1980-06-10,431-224-8332,jessica.stark@gmail.com,6101 Lynch Mews,Utica,New York,10001,2024-02-03,landlord
2493,Hannah,Johnson,female,1972-01-07,659-258-1588,hannah.johnson@outlook.com,91981 Huang Passage Apt. 712,Albany,New York,10550,2023-08-02,seller
2494,Kim,Parrish,male,1991-03-05,579-150-1944,kim.parrish@outlook.com,6072 Linda Gardens Suite 811,New Rochelle,New York,14602,2020-05-11,landlord
2495,Shannon,Melendez,male,1978-05-31,566-461-1035,shannon.melendez@outlook.com,84802 Gilbert Rapid Apt. 646,Albany,New York,10801,2024-05-23,renter
2496,Brooke,Williams,female,1959-01-05,617-811-9550,brooke.williams@hotmail.com,929 Buchanan Squares Suite 125,Albany,New York,12301,2023-04-20,landlord
2497,Cheryl,Willis,male,2003-10-17,118-438-9695,cheryl.willis@gmail.com,6815 Hannah Locks,Utica,New York,12201,2021-02-12,seller
2498,Joshua,Lester,female,1984-12-24,988-594-7635,joshua.lester@yahoo.com,169 Fletcher Forks Apt. 772,Schenectady,New York,14201,2024-03-05,buyer
2499,Alicia,Cox,male,1999-06-02,734-278-8412,alicia.cox@gmail.com,811 Martin Walk,Utica,New York,12201,2021-12-07,buyer
2500,Kevin,Beck,female,1996-07-08,711-743-1582,kevin.beck@gmail.com,9662 Alexander Drive,Mount Vernon,New York,10550,2023-09-26,landlord
2501,Isabella,Farmer,female,1972-12-02,532-936-9072,isabella.farmer@hotmail.com,33080 Linda Walks Apt. 550,New Rochelle,New York,13501,2020-01-02,seller
2502,Jason,Obrien,female,1945-02-11,299-980-3620,jason.obrien@hotmail.com,84955 Kelsey Freeway Suite 236,Syracuse,New York,10701,2021-05-28,renter
2503,Willie,Hawkins,male,1956-04-15,683-588-5564,willie.hawkins@hotmail.com,1056 Douglas Brook,New York,New York,14602,2022-02-09,seller
2504,Colleen,Landry,female,1982-11-11,373-443-6819,colleen.landry@gmail.com,215 Rodriguez Stravenue,Schenectady,New York,13501,2020-10-09,landlord
2505,Jesse,Jimenez,male,1979-04-07,425-190-7734,jesse.jimenez@yahoo.com,26020 Elizabeth Coves,Syracuse,New York,13201,2023-02-19,seller
2506,Joshua,Johnson,male,1994-06-15,792-134-4497,joshua.johnson@outlook.com,12671 Watson Ways Suite 571,Mount Vernon,New York,13501,2022-09-09,landlord
2507,Thomas,Brown,female,2002-10-29,683-648-1457,thomas.brown@yahoo.com,429 Rebecca Freeway Apt. 992,New Rochelle,New York,14201,2024-07-17,landlord
2508,Diane,Garcia,male,1943-10-31,913-261-9335,diane.garcia@outlook.com,42223 James Green Apt. 781,Yonkers,New York,12301,2022-05-08,seller
2509,Elizabeth,Holt,male,1939-05-24,954-610-8263,elizabeth.holt@outlook.com,599 James Pike Suite 919,Syracuse,New York,10001,2020-08-25,buyer
2510,Scott,Aguilar,female,1970-08-19,525-666-7446,scott.aguilar@hotmail.com,39354 Nicole Harbors,Yonkers,New York,13501,2021-02-15,landlord
2511,Kim,Hernandez,male,1947-01-28,994-818-3891,kim.hernandez@hotmail.com,090 Sabrina Overpass,Syracuse,New York,12301,2023-02-24,buyer
2512,Harry,Sanchez,male,1971-03-17,423-343-8248,harry.sanchez@gmail.com,64266 Craig Burg Suite 406,New Rochelle,New York,10701,2021-03-16,renter
2513,Lauren,Morales,male,1967-12-13,692-766-4553,lauren.morales@outlook.com,9416 Richardson Track Suite 916,Yonkers,New York,13501,2021-12-04,landlord
2514,Colleen,Thompson,male,1946-03-27,530-432-9666,colleen.thompson@hotmail.com,6511 Cooper Bridge Suite 063,Buffalo,New York,10701,2024-03-09,renter
2515,Bryan,Johnson,female,1950-08-26,239-288-9696,bryan.johnson@yahoo.com,577 Reeves Isle Apt. 349,New York,New York,13201,2021-09-08,buyer
2516,Anthony,Logan,female,1963-03-10,868-221-6957,anthony.logan@hotmail.com,84008 Calderon Course Suite 584,New York,New York,12201,2022-05-21,renter
2517,Nicole,Erickson,male,1977-05-17,310-884-7452,nicole.erickson@gmail.com,1864 Thompson Isle Suite 729,Mount Vernon,New York,12301,2021-08-01,renter
2518,Holly,Sanders,female,1957-02-21,485-135-5997,holly.sanders@outlook.com,2219 Michael Drive Suite 948,Albany,New York,10801,2024-06-10,buyer
2519,Craig,Johnson,male,1974-12-23,723-865-2089,craig.johnson@yahoo.com,66031 Brandon Forge Suite 400,Buffalo,New York,12301,2021-08-21,renter
2520,Lori,Knox,female,1973-11-25,261-764-8482,lori.knox@hotmail.com,6714 Johnson Groves,Schenectady,New York,10001,2021-06-09,seller
2521,Lawrence,Baker,female,1964-08-24,803-632-2154,lawrence.baker@outlook.com,6100 Smith Tunnel Suite 601,Albany,New York,13501,2024-05-02,seller
2522,David,Figueroa,female,1957-05-27,493-186-4445,david.figueroa@yahoo.com,763 Gonzales Trail Apt. 923,Utica,New York,12301,2022-07-20,renter
2523,Gordon,Davis,male,2004-03-24,462-266-9101,gordon.davis@outlook.com,0587 Walker Via,Utica,New York,12301,2023-07-13,landlord
2524,Marissa,Combs,female,1972-10-30,146-483-4518,marissa.combs@outlook.com,6182 Ward Cove,Yonkers,New York,10001,2021-03-17,buyer
2525,Debra,Mccarthy,female,1943-01-04,222-836-1378,debra.mccarthy@outlook.com,8967 Hanson Loop Apt. 596,New Rochelle,New York,14201,2023-09-07,renter
2526,Brianna,Fuentes,female,1973-05-29,561-297-2128,brianna.fuentes@hotmail.com,1540 Martin Summit Apt. 456,Utica,New York,10550,2022-07-29,landlord
2527,Katherine,Leonard,female,1975-10-21,392-581-7686,katherine.leonard@gmail.com,9061 Freeman Dam Suite 937,Buffalo,New York,10801,2022-06-16,seller
2528,Ashlee,Benson,male,1980-05-04,826-874-3787,ashlee.benson@yahoo.com,922 Davis Cove,Schenectady,New York,14201,2020-01-14,buyer
